date,complaint_id,customer_id,region,category,channel,volume,segment,week_of_year,month,quarter
2024-05-08,CP202228,C105174,North,Login,Digital,1,18-25,19,5,2
2024-04-06,CP202229,C104791,North,Login,Digital,1,18-25,14,4,2
2024-04-20,CP202230,C103538,East,Login,Digital,1,18-25,16,4,2
2024-06-27,CP202231,C104013,North,Login,Digital,1,18-25,26,6,2
2024-05-21,CP202232,C106505,East,Login,Digital,1,18-25,21,5,2
2024-04-19,CP202233,C100454,South,Login,Digital,1,18-25,16,4,2
2024-05-07,CP202234,C102708,East,Login,Digital,1,18-25,19,5,2
2024-04-15,CP202235,C102593,South,Login,Digital,1,18-25,16,4,2
2024-05-30,CP202236,C105663,South,Login,Digital,1,18-25,22,5,2
2024-04-27,CP202237,C102151,West,Login,Digital,1,18-25,17,4,2
2024-06-27,CP202238,C101706,East,Login,Digital,1,18-25,26,6,2
2024-06-26,CP202239,C103070,West,Login,Digital,1,18-25,26,6,2
2024-06-26,CP202240,C107143,South,Login,Digital,1,18-25,26,6,2
2024-04-17,CP202241,C106032,South,Login,Digital,1,18-25,16,4,2
2024-04-09,CP202242,C103351,South,Login,Digital,1,18-25,15,4,2
2024-05-22,CP202243,C100897,South,Login,Digital,1,18-25,21,5,2
2024-06-29,CP202244,C106004,North,Login,Digital,1,18-25,26,6,2
2024-05-23,CP202245,C105323,West,Login,Digital,1,18-25,21,5,2
2024-05-10,CP202246,C103533,East,Login,Digital,1,18-25,19,5,2
2024-05-25,CP202247,C102982,North,Login,Digital,1,18-25,21,5,2
2024-04-22,CP202248,C101910,North,Login,Digital,1,18-25,17,4,2
2024-05-20,CP202249,C104961,South,Login,Digital,1,18-25,21,5,2
2024-06-15,CP202250,C105184,South,Login,Digital,1,18-25,24,6,2
2024-06-09,CP202251,C103259,South,Login,Digital,1,18-25,23,6,2
2024-06-16,CP202252,C105461,South,Login,Digital,1,18-25,24,6,2
2024-06-26,CP202253,C107971,East,Login,Digital,1,18-25,26,6,2
2024-05-18,CP202254,C106424,South,Login,Digital,1,18-25,20,5,2
2024-06-25,CP202255,C102462,North,Login,Digital,1,18-25,26,6,2
2024-04-11,CP202256,C100537,West,Login,Digital,1,18-25,15,4,2
2024-05-06,CP202257,C106180,South,Login,Digital,1,18-25,19,5,2
2024-06-16,CP202258,C103800,East,Login,Digital,1,18-25,24,6,2
2024-06-06,CP202259,C101673,South,Login,Digital,1,18-25,23,6,2
2024-04-29,CP202260,C101044,South,Login,Digital,1,18-25,18,4,2
2024-04-18,CP202261,C100416,West,Login,Digital,1,18-25,16,4,2
2024-06-15,CP202262,C103635,South,Login,Digital,1,18-25,24,6,2
2024-04-18,CP202263,C106876,West,Login,Digital,1,18-25,16,4,2
2024-05-26,CP202264,C101401,East,Login,Digital,1,18-25,21,5,2
2024-06-01,CP202265,C102924,South,Login,Digital,1,18-25,22,6,2
2024-05-18,CP202266,C105236,North,Login,Digital,1,18-25,20,5,2
2024-06-09,CP202267,C102500,South,Login,Digital,1,18-25,23,6,2
2024-05-09,CP202268,C105953,West,Login,Digital,1,18-25,19,5,2
2024-06-15,CP202269,C102121,South,Login,Digital,1,18-25,24,6,2
2024-06-13,CP202270,C107640,North,Login,Digital,1,18-25,24,6,2
2024-04-05,CP202271,C102341,West,Login,Digital,1,18-25,14,4,2
2024-06-28,CP202272,C105754,South,Login,Digital,1,18-25,26,6,2
2024-04-14,CP202273,C105553,West,Login,Digital,1,18-25,15,4,2
2024-04-28,CP202274,C102083,West,Login,Digital,1,18-25,17,4,2
2024-05-04,CP202275,C103393,South,Login,Digital,1,18-25,18,5,2
2024-05-26,CP202276,C101768,East,Login,Digital,1,18-25,21,5,2
2024-06-13,CP202277,C101725,East,Login,Digital,1,18-25,24,6,2
2024-04-23,CP202278,C100768,South,Login,Digital,1,18-25,17,4,2
2024-05-25,CP202279,C106703,North,Login,Digital,1,18-25,21,5,2
2024-04-16,CP202280,C103124,West,Login,Digital,1,18-25,16,4,2
2024-04-02,CP202281,C102008,South,Login,Digital,1,18-25,14,4,2
2024-06-29,CP202282,C101182,South,Login,Digital,1,18-25,26,6,2
2024-06-15,CP202283,C104418,East,Login,Digital,1,18-25,24,6,2
2024-05-20,CP202284,C101485,South,Login,Digital,1,18-25,21,5,2
2024-05-28,CP202285,C106041,West,Login,Digital,1,18-25,22,5,2
2024-05-17,CP202286,C102321,South,Login,Digital,1,18-25,20,5,2
2024-06-26,CP202287,C103967,South,Login,Digital,1,18-25,26,6,2
2024-06-30,CP202288,C101627,South,Login,Digital,1,18-25,26,6,2
2024-04-07,CP202289,C107664,South,Login,Digital,1,18-25,14,4,2
2024-05-01,CP202290,C102924,South,Login,Digital,1,18-25,18,5,2
2024-06-25,CP202291,C105957,South,Login,Digital,1,18-25,26,6,2
2024-06-02,CP202292,C101844,South,Login,Digital,1,18-25,22,6,2
2024-06-25,CP202293,C105174,North,Login,Digital,1,18-25,26,6,2
2024-06-21,CP202294,C106323,South,Login,Digital,1,18-25,25,6,2
2024-06-29,CP202295,C103096,North,Login,Digital,1,18-25,26,6,2
2024-06-29,CP202296,C104142,West,Login,Digital,1,18-25,26,6,2
2024-04-15,CP202297,C106755,East,Login,Digital,1,18-25,16,4,2
2024-05-06,CP202298,C102827,South,Login,Digital,1,18-25,19,5,2
2024-06-19,CP202299,C100871,West,Login,Digital,1,18-25,25,6,2
2024-05-07,CP202300,C106269,South,Login,Digital,1,18-25,19,5,2
2024-06-02,CP202301,C105378,East,Login,Digital,1,18-25,22,6,2
2024-05-29,CP202302,C103744,South,Login,Digital,1,18-25,22,5,2
2024-05-01,CP202303,C104373,North,Login,Digital,1,18-25,18,5,2
2024-05-19,CP202304,C103156,West,Login,Digital,1,18-25,20,5,2
2024-05-25,CP202305,C102156,South,Login,Digital,1,18-25,21,5,2
2024-04-10,CP202306,C101886,East,Login,Digital,1,18-25,15,4,2
2024-05-30,CP202307,C106197,South,Login,Digital,1,18-25,22,5,2
2024-04-07,CP202308,C101660,South,Login,Digital,1,18-25,14,4,2
2024-05-03,CP202309,C103973,South,Login,Digital,1,18-25,18,5,2
2024-06-24,CP202310,C100524,North,Login,Digital,1,18-25,26,6,2
2024-05-04,CP202311,C102389,South,Login,Digital,1,18-25,18,5,2
2024-06-22,CP202312,C101668,West,Login,Digital,1,18-25,25,6,2
2024-04-24,CP202313,C100124,West,Login,Digital,1,18-25,17,4,2
2024-06-07,CP202314,C103233,West,Login,Digital,1,18-25,23,6,2
2024-05-19,CP202315,C107917,South,Login,Digital,1,18-25,20,5,2
2024-05-05,CP202316,C107060,South,Login,Digital,1,18-25,18,5,2
2024-04-11,CP202317,C107265,North,Login,Digital,1,18-25,15,4,2
2024-04-11,CP202318,C101993,North,Login,Digital,1,18-25,15,4,2
2024-05-24,CP202319,C102077,North,Login,Digital,1,18-25,21,5,2
2024-04-27,CP202320,C102203,South,Login,Digital,1,18-25,17,4,2
2024-04-17,CP202321,C102295,East,Login,Digital,1,18-25,16,4,2
2024-06-16,CP202322,C102341,West,Login,Digital,1,18-25,24,6,2
2024-06-29,CP202323,C103793,North,Login,Digital,1,18-25,26,6,2
2024-06-26,CP202324,C106375,South,Login,Digital,1,18-25,26,6,2
2024-06-04,CP202325,C102605,North,Login,Digital,1,18-25,23,6,2
2024-05-18,CP202326,C104073,North,Login,Digital,1,18-25,20,5,2
2024-06-28,CP202327,C104387,South,Login,Digital,1,18-25,26,6,2
2024-04-14,CP202328,C107109,West,Login,Digital,1,18-25,15,4,2
2024-04-08,CP202329,C104377,West,Login,Digital,1,18-25,15,4,2
2024-05-07,CP202330,C107175,West,Login,Digital,1,18-25,19,5,2
2024-04-25,CP202331,C107640,North,Login,Digital,1,18-25,17,4,2
2024-05-07,CP202332,C101254,West,Login,Digital,1,18-25,19,5,2
2024-05-20,CP202333,C107722,West,Login,Digital,1,18-25,21,5,2
2024-05-09,CP202334,C100725,West,Login,Digital,1,18-25,19,5,2
2024-05-24,CP202335,C105383,North,Login,Digital,1,18-25,21,5,2
2024-05-09,CP202336,C103262,South,Login,Digital,1,18-25,19,5,2
2024-06-08,CP202337,C105102,South,Login,Digital,1,18-25,23,6,2
2024-04-27,CP202338,C105458,South,Login,Digital,1,18-25,17,4,2
2024-05-28,CP202339,C101907,East,Login,Digital,1,18-25,22,5,2
2024-06-21,CP202340,C102146,North,Login,Digital,1,18-25,25,6,2
2024-05-22,CP202341,C102418,North,Login,Digital,1,18-25,21,5,2
2024-05-19,CP202342,C102513,South,Login,Digital,1,18-25,20,5,2
2024-05-30,CP202343,C107893,East,Login,Digital,1,18-25,22,5,2
2024-05-15,CP202344,C100280,South,Login,Digital,1,18-25,20,5,2
2024-05-23,CP202345,C106194,West,Login,Digital,1,18-25,21,5,2
2024-05-06,CP202346,C100008,West,Login,Digital,1,18-25,19,5,2
2024-05-26,CP202347,C101150,South,Login,Digital,1,18-25,21,5,2
2024-05-21,CP202348,C106743,South,Login,Digital,1,18-25,21,5,2
2024-06-12,CP202349,C105687,South,Login,Digital,1,18-25,24,6,2
2024-04-19,CP202350,C106279,South,Login,Digital,1,18-25,16,4,2
2024-05-11,CP202351,C106393,West,Login,Digital,1,18-25,19,5,2
2024-06-20,CP202352,C100280,South,Login,Digital,1,18-25,25,6,2
2024-05-15,CP202353,C105125,South,Login,Digital,1,18-25,20,5,2
2024-05-23,CP202354,C100586,North,Login,Digital,1,18-25,21,5,2
2024-06-03,CP202355,C105048,West,Login,Digital,1,18-25,23,6,2
2024-05-05,CP202356,C106032,South,Login,Digital,1,18-25,18,5,2
2024-04-30,CP202357,C107444,West,Login,Digital,1,18-25,18,4,2
2024-05-26,CP202358,C106646,South,Login,Digital,1,18-25,21,5,2
2024-06-29,CP202359,C102058,East,Login,Digital,1,18-25,26,6,2
2024-05-30,CP202360,C103571,West,Login,Digital,1,18-25,22,5,2
2024-06-23,CP202361,C105030,North,Login,Digital,1,18-25,25,6,2
2024-05-19,CP202362,C103805,East,Login,Digital,1,18-25,20,5,2
2024-04-02,CP202363,C103279,South,Login,Digital,1,18-25,14,4,2
2024-05-12,CP202364,C103641,North,Login,Digital,1,18-25,19,5,2
2024-05-13,CP202365,C105745,West,Login,Digital,1,18-25,20,5,2
2024-05-30,CP202366,C106845,North,Login,Digital,1,18-25,22,5,2
2024-04-13,CP202367,C103149,East,Login,Digital,1,18-25,15,4,2
2024-05-01,CP202368,C106425,South,Login,Digital,1,18-25,18,5,2
2024-05-19,CP202369,C106124,East,Login,Digital,1,18-25,20,5,2
2024-05-20,CP202370,C106880,North,Login,Digital,1,18-25,21,5,2
2024-05-03,CP202371,C105957,South,Login,Digital,1,18-25,18,5,2
2024-06-06,CP202372,C106269,South,Login,Digital,1,18-25,23,6,2
2024-06-12,CP202373,C106429,East,Login,Digital,1,18-25,24,6,2
2024-05-03,CP202374,C106119,South,Login,Digital,1,18-25,18,5,2
2024-05-12,CP202375,C106743,South,Login,Digital,1,18-25,19,5,2
2024-06-10,CP202376,C100108,South,Login,Digital,1,18-25,24,6,2
2024-05-11,CP202377,C102839,East,Login,Digital,1,18-25,19,5,2
2024-06-08,CP202378,C107167,East,Login,Digital,1,18-25,23,6,2
2024-04-21,CP202379,C101616,North,Login,Digital,1,18-25,16,4,2
2024-05-30,CP202380,C107376,West,Login,Digital,1,18-25,22,5,2
2024-05-06,CP202381,C103974,North,Login,Digital,1,18-25,19,5,2
2024-04-14,CP202382,C105204,South,Login,Digital,1,18-25,15,4,2
2024-05-08,CP202383,C105647,East,Login,Digital,1,18-25,19,5,2
2024-05-11,CP202384,C107969,South,Login,Digital,1,18-25,19,5,2
2024-04-23,CP202385,C107465,North,Login,Digital,1,18-25,17,4,2
2024-04-18,CP202386,C104608,South,Login,Digital,1,18-25,16,4,2
2024-05-25,CP202387,C104740,West,Login,Digital,1,18-25,21,5,2
2024-05-17,CP202388,C107772,East,Login,Digital,1,18-25,20,5,2
2024-06-25,CP202389,C103975,South,Login,Digital,1,18-25,26,6,2
2024-06-03,CP202390,C105106,West,Login,Digital,1,18-25,23,6,2
2024-04-07,CP202391,C104795,East,Login,Digital,1,18-25,14,4,2
2024-05-06,CP202392,C104190,East,Login,Digital,1,18-25,19,5,2
2024-05-23,CP202393,C103418,East,Login,Digital,1,18-25,21,5,2
2024-04-22,CP202394,C100361,West,Login,Digital,1,18-25,17,4,2
2024-05-06,CP202395,C107523,North,Login,Digital,1,18-25,19,5,2
2024-04-26,CP202396,C100535,South,Login,Digital,1,18-25,17,4,2
2024-05-31,CP202397,C102196,North,Login,Digital,1,18-25,22,5,2
2024-05-28,CP202398,C101840,South,Login,Digital,1,18-25,22,5,2
2024-04-15,CP202399,C106141,North,Login,Digital,1,18-25,16,4,2
2024-06-05,CP202400,C102311,South,Login,Digital,1,18-25,23,6,2
2024-04-16,CP202401,C105304,South,Login,Digital,1,18-25,16,4,2
2024-06-20,CP202402,C104042,West,Login,Digital,1,18-25,25,6,2
2024-04-16,CP202403,C106925,East,Login,Digital,1,18-25,16,4,2
2024-06-18,CP202404,C107523,North,Login,Digital,1,18-25,25,6,2
2024-04-15,CP202405,C102320,East,Login,Digital,1,18-25,16,4,2
2024-06-24,CP202406,C107099,South,Login,Digital,1,18-25,26,6,2
2024-05-22,CP202407,C104996,West,Login,Digital,1,18-25,21,5,2
2024-05-13,CP202408,C107887,North,Login,Digital,1,18-25,20,5,2
2024-06-29,CP202409,C102863,South,Login,Digital,1,18-25,26,6,2
2024-04-12,CP202410,C105080,South,Login,Digital,1,18-25,15,4,2
2024-05-14,CP202411,C106880,North,Login,Digital,1,18-25,20,5,2
2024-06-13,CP202412,C103156,West,Login,Digital,1,18-25,24,6,2
2024-06-03,CP202413,C106514,South,Login,Digital,1,18-25,23,6,2
2024-05-20,CP202414,C102749,North,Login,Digital,1,18-25,21,5,2
2024-04-23,CP202415,C100149,North,Login,Digital,1,18-25,17,4,2
2024-06-13,CP202416,C103058,West,Login,Digital,1,18-25,24,6,2
2024-05-20,CP202417,C107973,South,Login,Digital,1,18-25,21,5,2
2024-05-18,CP202418,C105125,South,Login,Digital,1,18-25,20,5,2
2024-06-11,CP202419,C101742,South,Login,Digital,1,18-25,24,6,2
2024-06-14,CP202420,C106283,East,Login,Digital,1,18-25,24,6,2
2024-04-20,CP202421,C106084,East,Login,Digital,1,18-25,16,4,2
2024-04-07,CP202422,C101317,South,Login,Digital,1,18-25,14,4,2
2024-05-12,CP202423,C101462,South,Login,Digital,1,18-25,19,5,2
2024-04-19,CP202424,C107623,East,Login,Digital,1,18-25,16,4,2
2024-04-22,CP202425,C104744,West,Login,Digital,1,18-25,17,4,2
2024-04-21,CP202426,C101156,South,Login,Digital,1,18-25,16,4,2
2024-04-28,CP202427,C107529,South,Login,Digital,1,18-25,17,4,2
2024-06-30,CP202428,C106138,South,Login,Digital,1,18-25,26,6,2
2024-04-22,CP202429,C102802,South,Login,Digital,1,18-25,17,4,2
2024-06-03,CP202430,C101368,East,Login,Digital,1,18-25,23,6,2
2024-04-29,CP202431,C104426,East,Login,Digital,1,18-25,18,4,2
2024-06-10,CP202432,C105562,East,Login,Digital,1,18-25,24,6,2
2024-05-28,CP202433,C102667,North,Login,Digital,1,18-25,22,5,2
2024-04-15,CP202434,C105222,East,Login,Digital,1,18-25,16,4,2
2024-05-26,CP202435,C103442,South,Login,Digital,1,18-25,21,5,2
2024-04-14,CP202436,C101840,South,Login,Digital,1,18-25,15,4,2
2024-05-06,CP202437,C103057,South,Login,Digital,1,18-25,19,5,2
2024-06-16,CP202438,C101109,South,Login,Digital,1,18-25,24,6,2
2024-06-11,CP202439,C107861,West,Login,Digital,1,18-25,24,6,2
2024-05-10,CP202440,C107574,South,Login,Digital,1,18-25,19,5,2
2024-05-07,CP202441,C101737,South,Login,Digital,1,18-25,19,5,2
2024-06-20,CP202442,C101219,North,Login,Digital,1,18-25,25,6,2
2024-04-30,CP202443,C101366,East,Login,Digital,1,18-25,18,4,2
2024-04-08,CP202444,C101623,East,Login,Digital,1,18-25,15,4,2
2024-06-12,CP202445,C100163,South,Login,Digital,1,18-25,24,6,2
2024-04-19,CP202446,C105702,North,Login,Digital,1,18-25,16,4,2
2024-05-04,CP202447,C105251,North,Login,Digital,1,18-25,18,5,2
2024-06-16,CP202448,C103376,West,Login,Digital,1,18-25,24,6,2
2024-06-22,CP202449,C102889,North,Login,Digital,1,18-25,25,6,2
2024-06-09,CP202450,C101444,East,Login,Digital,1,18-25,23,6,2
2024-06-23,CP202451,C106734,East,Login,Digital,1,18-25,25,6,2
2024-04-22,CP202452,C103522,West,Login,Digital,1,18-25,17,4,2
2024-05-08,CP202453,C104396,South,Login,Digital,1,18-25,19,5,2
2024-06-21,CP202454,C102345,West,Login,Digital,1,18-25,25,6,2
2024-06-28,CP202455,C103101,North,Login,Digital,1,18-25,26,6,2
2024-05-14,CP202456,C104777,North,Login,Digital,1,18-25,20,5,2
2024-05-25,CP202457,C106818,South,Login,Digital,1,18-25,21,5,2
2024-05-01,CP202458,C102258,South,Login,Digital,1,18-25,18,5,2
2024-06-29,CP202459,C103426,West,Login,Digital,1,18-25,26,6,2
2024-06-07,CP202460,C103371,South,Login,Digital,1,18-25,23,6,2
2024-04-04,CP202461,C104440,West,Login,Digital,1,18-25,14,4,2
2024-04-13,CP202462,C100374,East,Login,Digital,1,18-25,15,4,2
2024-05-22,CP202463,C102907,North,Login,Digital,1,18-25,21,5,2
2024-06-30,CP202464,C100512,South,Login,Digital,1,18-25,26,6,2
2024-06-12,CP202465,C100268,East,Login,Digital,1,18-25,24,6,2
2024-06-02,CP202466,C101313,South,Login,Digital,1,18-25,22,6,2
2024-04-24,CP202467,C104643,South,Login,Digital,1,18-25,17,4,2
2024-06-08,CP202468,C107466,West,Login,Digital,1,18-25,23,6,2
2024-05-31,CP202469,C103605,North,Login,Digital,1,18-25,22,5,2
2024-04-09,CP202470,C105362,South,Login,Digital,1,18-25,15,4,2
2024-05-12,CP202471,C101018,East,Login,Digital,1,18-25,19,5,2
2024-06-06,CP202472,C100070,South,Login,Digital,1,18-25,23,6,2
2024-05-24,CP202473,C100149,North,Login,Digital,1,18-25,21,5,2
2024-05-21,CP202474,C104704,South,Login,Digital,1,18-25,21,5,2
2024-04-10,CP202475,C107391,South,Login,Digital,1,18-25,15,4,2
2024-04-19,CP202476,C106294,South,Login,Digital,1,18-25,16,4,2
2024-05-27,CP202477,C105986,North,Login,Digital,1,18-25,22,5,2
2024-06-04,CP202478,C106426,North,Login,Digital,1,18-25,23,6,2
2024-04-01,CP202479,C103175,South,Login,Digital,1,18-25,14,4,2
2024-06-20,CP202480,C102149,East,Login,Digital,1,18-25,25,6,2
2024-05-16,CP202481,C101616,North,Login,Digital,1,18-25,20,5,2
2024-04-20,CP202482,C106208,North,Login,Digital,1,18-25,16,4,2
2024-06-09,CP202483,C106155,East,Login,Digital,1,18-25,23,6,2
2024-04-07,CP202484,C103025,East,Login,Digital,1,18-25,14,4,2
2024-06-19,CP202485,C106897,North,Login,Digital,1,18-25,25,6,2
2024-06-10,CP202486,C105173,South,Login,Digital,1,18-25,24,6,2
2024-06-17,CP202487,C103933,East,Login,Digital,1,18-25,25,6,2
2024-05-29,CP202488,C101300,East,Login,Digital,1,18-25,22,5,2
2024-06-21,CP202489,C107109,West,Login,Digital,1,18-25,25,6,2
2024-06-07,CP202490,C105852,South,Login,Digital,1,18-25,23,6,2
2024-04-05,CP202491,C107867,North,Login,Digital,1,18-25,14,4,2
2024-05-17,CP202492,C101623,East,Login,Digital,1,18-25,20,5,2
2024-05-28,CP202493,C107523,North,Login,Digital,1,18-25,22,5,2
2024-06-10,CP202494,C105168,South,Login,Digital,1,18-25,24,6,2
2024-06-26,CP202495,C102151,West,Login,Digital,1,18-25,26,6,2
2024-05-06,CP202496,C106636,East,Login,Digital,1,18-25,19,5,2
2024-05-12,CP202497,C106268,East,Login,Digital,1,18-25,19,5,2
2024-06-11,CP202498,C105685,North,Login,Digital,1,18-25,24,6,2
2024-04-06,CP202499,C100979,South,Login,Digital,1,18-25,14,4,2
2024-04-16,CP202500,C107582,East,Login,Digital,1,18-25,16,4,2
2024-06-30,CP202501,C106138,South,Login,Digital,1,18-25,26,6,2
2024-06-13,CP202502,C106605,West,Login,Digital,1,18-25,24,6,2
2024-04-06,CP202503,C100217,South,Login,Digital,1,18-25,14,4,2
2024-05-30,CP202504,C103705,South,Login,Digital,1,18-25,22,5,2
2024-04-03,CP202505,C101389,North,Login,Digital,1,18-25,14,4,2
2024-06-24,CP202506,C101251,South,Login,Digital,1,18-25,26,6,2
2024-05-04,CP202507,C104540,South,Login,Digital,1,18-25,18,5,2
2024-04-23,CP202508,C103780,North,Login,Digital,1,18-25,17,4,2
2024-04-03,CP202509,C104772,East,Login,Digital,1,18-25,14,4,2
2024-05-31,CP202510,C105868,North,Login,Digital,1,18-25,22,5,2
2024-04-22,CP202511,C106083,South,Login,Digital,1,18-25,17,4,2
2024-05-29,CP202512,C107255,North,Login,Digital,1,18-25,22,5,2
2024-04-29,CP202513,C104330,South,Login,Digital,1,18-25,18,4,2
2024-04-12,CP202514,C102383,East,Login,Digital,1,18-25,15,4,2
2024-05-02,CP202515,C104365,West,Login,Digital,1,18-25,18,5,2
2024-05-29,CP202516,C100917,South,Login,Digital,1,18-25,22,5,2
2024-06-05,CP202517,C106071,East,Login,Digital,1,18-25,23,6,2
2024-05-09,CP202518,C100271,North,Login,Digital,1,18-25,19,5,2
2024-04-09,CP202519,C101455,North,Login,Digital,1,18-25,15,4,2
2024-04-06,CP202520,C103941,South,Login,Digital,1,18-25,14,4,2
2024-05-24,CP202521,C106073,South,Login,Digital,1,18-25,21,5,2
2024-05-19,CP202522,C104850,East,Login,Digital,1,18-25,20,5,2
2024-04-24,CP202523,C106977,South,Login,Digital,1,18-25,17,4,2
2024-05-03,CP202524,C102012,North,Login,Digital,1,18-25,18,5,2
2024-05-25,CP202525,C105035,East,Login,Digital,1,18-25,21,5,2
2024-06-10,CP202526,C107582,East,Login,Digital,1,18-25,24,6,2
2024-06-28,CP202527,C100898,South,Login,Digital,1,18-25,26,6,2
2024-04-13,CP202528,C105874,South,Login,Digital,1,18-25,15,4,2
2024-06-30,CP202529,C102321,South,Login,Digital,1,18-25,26,6,2
2024-05-27,CP202530,C105506,North,Login,Digital,1,18-25,22,5,2
2024-05-17,CP202531,C104248,South,Login,Digital,1,18-25,20,5,2
2024-04-29,CP202532,C107873,East,Login,Digital,1,18-25,18,4,2
2024-06-14,CP202533,C100814,West,Login,Digital,1,18-25,24,6,2
2024-04-10,CP202534,C101106,South,Login,Digital,1,18-25,15,4,2
2024-04-03,CP202535,C103548,South,Login,Digital,1,18-25,14,4,2
2024-05-30,CP202536,C100269,South,Login,Digital,1,18-25,22,5,2
2024-05-12,CP202537,C107800,East,Login,Digital,1,18-25,19,5,2
2024-05-31,CP202538,C104005,South,Login,Digital,1,18-25,22,5,2
2024-06-26,CP202539,C100518,South,Login,Digital,1,18-25,26,6,2
2024-06-17,CP202540,C104846,South,Login,Digital,1,18-25,25,6,2
2024-04-09,CP202541,C100534,East,Login,Digital,1,18-25,15,4,2
2024-05-29,CP202542,C102658,South,Login,Digital,1,18-25,22,5,2
2024-06-19,CP202543,C100670,North,Login,Digital,1,18-25,25,6,2
2024-05-20,CP202544,C103116,North,Login,Digital,1,18-25,21,5,2
2024-06-29,CP202545,C103309,South,Login,Digital,1,18-25,26,6,2
2024-04-05,CP202546,C105372,North,Login,Digital,1,18-25,14,4,2
2024-04-06,CP202547,C107512,West,Login,Digital,1,18-25,14,4,2
2024-04-25,CP202548,C103667,West,Login,Digital,1,18-25,17,4,2
2024-05-08,CP202549,C102123,North,Login,Digital,1,18-25,19,5,2
2024-06-13,CP202550,C101205,West,Login,Digital,1,18-25,24,6,2
2024-04-24,CP202551,C103605,North,Login,Digital,1,18-25,17,4,2
2024-06-12,CP202552,C100758,South,Login,Digital,1,18-25,24,6,2
2024-06-04,CP202553,C107770,West,Login,Digital,1,18-25,23,6,2
2024-05-14,CP202554,C106099,South,Login,Digital,1,18-25,20,5,2
2024-05-24,CP202555,C102007,West,Login,Digital,1,18-25,21,5,2
2024-04-02,CP202556,C106697,West,Login,Digital,1,18-25,14,4,2
2024-05-20,CP202557,C102316,South,Login,Digital,1,18-25,21,5,2
2024-04-19,CP202558,C101768,East,Login,Digital,1,18-25,16,4,2
2024-04-21,CP202559,C100551,East,Login,Digital,1,18-25,16,4,2
2024-04-09,CP202560,C104850,East,Login,Digital,1,18-25,15,4,2
2024-05-29,CP202561,C105633,North,Login,Digital,1,18-25,22,5,2
2024-04-01,CP202562,C107684,North,Login,Digital,1,18-25,14,4,2
2024-05-08,CP202563,C102982,North,Login,Digital,1,18-25,19,5,2
2024-06-27,CP202564,C104248,South,Login,Digital,1,18-25,26,6,2
2024-06-29,CP202565,C106668,North,Login,Digital,1,18-25,26,6,2
2024-06-25,CP202566,C105041,South,Login,Digital,1,18-25,26,6,2
2024-05-25,CP202567,C103234,East,Login,Digital,1,18-25,21,5,2
2024-06-08,CP202568,C102288,South,Login,Digital,1,18-25,23,6,2
2024-06-08,CP202569,C103231,West,Login,Digital,1,18-25,23,6,2
2024-06-29,CP202570,C103961,North,Login,Digital,1,18-25,26,6,2
2024-06-18,CP202571,C101925,West,Login,Digital,1,18-25,25,6,2
2024-05-23,CP202572,C102389,South,Login,Digital,1,18-25,21,5,2
2024-05-06,CP202573,C105059,South,Login,Digital,1,18-25,19,5,2
2024-06-13,CP202574,C107330,West,Login,Digital,1,18-25,24,6,2
2024-06-10,CP202575,C102999,West,Login,Digital,1,18-25,24,6,2
2024-05-04,CP202576,C100763,East,Login,Digital,1,18-25,18,5,2
2024-05-28,CP202577,C106117,North,Login,Digital,1,18-25,22,5,2
2024-06-08,CP202578,C100854,South,Login,Digital,1,18-25,23,6,2
2024-05-16,CP202579,C105362,South,Login,Digital,1,18-25,20,5,2
2024-04-04,CP202580,C103051,South,Login,Digital,1,18-25,14,4,2
2024-04-15,CP202581,C105714,East,Login,Digital,1,18-25,16,4,2
2024-04-02,CP202582,C107897,South,Login,Digital,1,18-25,14,4,2
2024-04-16,CP202583,C105718,South,Login,Digital,1,18-25,16,4,2
2024-05-10,CP202584,C107208,South,Login,Digital,1,18-25,19,5,2
2024-05-08,CP202585,C105450,South,Login,Digital,1,18-25,19,5,2
2024-04-24,CP202586,C106305,South,Login,Digital,1,18-25,17,4,2
2024-05-07,CP202587,C102382,North,Login,Digital,1,18-25,19,5,2
2024-06-18,CP202588,C104504,South,Login,Digital,1,18-25,25,6,2
2024-04-26,CP202589,C104207,South,Login,Digital,1,18-25,17,4,2
2024-05-10,CP202590,C106119,South,Login,Digital,1,18-25,19,5,2
2024-04-13,CP202591,C100035,West,Login,Digital,1,18-25,15,4,2
2024-06-09,CP202592,C100163,South,Login,Digital,1,18-25,23,6,2
2024-04-06,CP202593,C106056,South,Login,Digital,1,18-25,14,4,2
2024-05-01,CP202594,C103548,South,Login,Digital,1,18-25,18,5,2
2024-05-02,CP202595,C106402,West,Login,Digital,1,18-25,18,5,2
2024-04-11,CP202596,C102513,South,Login,Digital,1,18-25,15,4,2
2024-04-20,CP202597,C105418,South,Login,Digital,1,18-25,16,4,2
2024-04-04,CP202598,C103876,East,Login,Digital,1,18-25,14,4,2
2024-05-27,CP202599,C102780,South,Login,Digital,1,18-25,22,5,2
2024-05-31,CP202600,C100627,West,Login,Digital,1,18-25,22,5,2
2024-05-08,CP202601,C104858,East,Login,Digital,1,18-25,19,5,2
2024-05-15,CP202602,C100128,South,Login,Digital,1,18-25,20,5,2
2024-05-31,CP202603,C106518,North,Login,Digital,1,18-25,22,5,2
2024-06-29,CP202604,C106197,South,Login,Digital,1,18-25,26,6,2
