date,ticket_id,customer_id,region,type,resolution_time_hours,channel,segment,week_of_year,month,quarter
2024-06-23,TK503020,C107094,South,AppBug,21.06,Digital,41-55,25,6,2
2024-06-04,TK503021,C102834,South,Login,7.34,Branch,41-55,23,6,2
2024-07-27,TK503022,C101376,West,Transfer,3.83,Digital,41-55,30,7,3
2024-01-04,TK503023,C107181,East,AppBug,13.35,Digital,26-40,1,1,1
2024-01-02,TK503024,C104086,South,Transfer,11.07,CallCenter,26-40,1,1,1
2024-01-13,TK503025,C100369,North,AppBug,14.17,Digital,56+,2,1,1
2024-08-26,TK503026,C107372,West,Transfer,8.39,CallCenter,26-40,35,8,3
2024-03-25,TK503027,C106769,South,Card,7.25,Digital,26-40,13,3,1
2024-11-15,TK503028,C103369,East,Card,2.53,Digital,26-40,46,11,4
2024-07-12,TK503029,C102362,South,Transfer,25.43,CallCenter,26-40,28,7,3
2024-09-27,TK503030,C106639,West,AppBug,13.04,Branch,26-40,39,9,3
2024-04-07,TK503031,C105388,South,Card,12.83,Branch,26-40,14,4,2
2024-05-28,TK503032,C102824,South,Login,5.23,Digital,56+,22,5,2
2024-02-25,TK503033,C105729,West,Card,18.06,CallCenter,26-40,8,2,1
2024-05-11,TK503034,C106936,South,Card,1.76,CallCenter,56+,19,5,2
2024-10-16,TK503035,C107692,South,Card,21.89,CallCenter,26-40,42,10,4
2024-12-28,TK503036,C106599,East,Transfer,15.36,Digital,26-40,52,12,4
2024-08-15,TK503037,C101737,South,AppBug,16.9,Digital,18-25,33,8,3
2024-03-11,TK503038,C101423,South,Card,12.76,Digital,26-40,11,3,1
2024-08-26,TK503039,C104901,East,Login,13.96,CallCenter,26-40,35,8,3
2024-09-12,TK503040,C105633,North,Transfer,9.79,Branch,18-25,37,9,3
2024-04-06,TK503041,C100573,South,Transfer,13.94,Branch,41-55,14,4,2
2024-07-12,TK503042,C105317,South,Transfer,8.55,CallCenter,56+,28,7,3
2024-03-13,TK503043,C104331,East,Other,6.9,Branch,56+,11,3,1
2024-09-03,TK503044,C106726,South,AppBug,5.69,Digital,18-25,36,9,3
2024-08-30,TK503045,C107956,East,Card,15.83,Digital,26-40,35,8,3
2024-11-06,TK503046,C105400,South,AppBug,4.49,Digital,41-55,45,11,4
2024-03-17,TK503047,C106544,North,Other,3.13,CallCenter,26-40,11,3,1
2024-07-26,TK503048,C105811,East,Other,15.51,CallCenter,18-25,30,7,3
2024-02-12,TK503049,C104399,South,Transfer,15.47,Digital,41-55,7,2,1
2024-03-25,TK503050,C102275,North,Transfer,2.99,CallCenter,18-25,13,3,1
2024-04-28,TK503051,C107048,East,Other,15.79,CallCenter,26-40,17,4,2
2024-06-05,TK503052,C107001,North,Transfer,5.69,CallCenter,56+,23,6,2
2024-06-08,TK503053,C107531,West,Other,16.96,Digital,18-25,23,6,2
2024-03-05,TK503054,C107607,South,Login,17.14,CallCenter,18-25,10,3,1
2024-01-29,TK503055,C106819,South,Card,16.78,Digital,56+,5,1,1
2024-03-02,TK503056,C104944,South,Card,18.5,CallCenter,26-40,9,3,1
2024-11-12,TK503057,C103483,East,Transfer,20.07,Digital,26-40,46,11,4
2024-10-02,TK503058,C106183,South,AppBug,5.54,Digital,41-55,40,10,4
2024-07-04,TK503059,C105829,North,Transfer,5.01,CallCenter,41-55,27,7,3
2024-05-22,TK503060,C103398,North,Card,4.73,CallCenter,41-55,21,5,2
2024-04-24,TK503061,C104439,South,Transfer,13.87,Digital,26-40,17,4,2
2024-02-27,TK503062,C106729,South,Other,1.51,CallCenter,26-40,9,2,1
2024-12-19,TK503063,C104150,North,Card,12.95,CallCenter,26-40,51,12,4
2024-12-03,TK503064,C106412,North,Transfer,14.79,Digital,26-40,49,12,4
2024-12-06,TK503065,C101684,North,Card,22.37,Branch,18-25,49,12,4
2024-06-06,TK503066,C104162,North,AppBug,6.64,Digital,56+,23,6,2
2024-02-03,TK503067,C106271,East,AppBug,12.81,Digital,26-40,5,2,1
2024-08-13,TK503068,C103079,East,Card,16.14,CallCenter,26-40,33,8,3
2024-12-15,TK503069,C107058,West,Transfer,19.49,Digital,26-40,50,12,4
2024-12-23,TK503070,C100532,South,Card,18.52,Digital,26-40,52,12,4
2024-01-23,TK503071,C106345,South,Card,16.29,Digital,41-55,4,1,1
2024-01-04,TK503072,C103322,South,AppBug,14.47,Digital,41-55,1,1,1
2024-05-19,TK503073,C100430,North,Transfer,4.67,Digital,56+,20,5,2
2024-03-08,TK503074,C103982,South,AppBug,14.52,Digital,26-40,10,3,1
2024-11-07,TK503075,C103801,South,AppBug,8.27,CallCenter,18-25,45,11,4
2024-03-23,TK503076,C107557,South,AppBug,4.75,CallCenter,26-40,12,3,1
2024-09-10,TK503077,C106180,South,Card,3.27,CallCenter,18-25,37,9,3
2024-11-21,TK503078,C106254,West,Login,7.23,Digital,56+,47,11,4
2024-12-09,TK503079,C103240,East,Transfer,14.84,Branch,56+,50,12,4
2024-04-22,TK503080,C100362,South,Login,11.72,Digital,18-25,17,4,2
2024-04-16,TK503081,C107093,East,Login,24.38,CallCenter,41-55,16,4,2
2024-09-22,TK503082,C105270,South,Other,17.23,Digital,56+,38,9,3
2024-08-01,TK503083,C104133,East,AppBug,12.15,Digital,26-40,31,8,3
2024-04-19,TK503084,C105492,West,Other,10.49,Digital,26-40,16,4,2
2024-09-22,TK503085,C103414,West,Login,7.1,CallCenter,26-40,38,9,3
2024-08-16,TK503086,C106293,West,AppBug,25.58,CallCenter,56+,33,8,3
2024-08-16,TK503087,C100541,North,Login,1.9,CallCenter,26-40,33,8,3
2024-05-03,TK503088,C106664,North,Card,5.03,CallCenter,26-40,18,5,2
2024-04-17,TK503089,C106919,South,Card,7.73,Digital,26-40,16,4,2
2024-07-09,TK503090,C103945,East,Login,12.24,Digital,56+,28,7,3
2024-05-14,TK503091,C101978,North,Card,12.98,Branch,41-55,20,5,2
2024-10-07,TK503092,C101938,East,Transfer,20.46,CallCenter,26-40,41,10,4
2024-07-13,TK503093,C107773,North,Login,5.73,Digital,56+,28,7,3
2024-08-05,TK503094,C101970,East,Transfer,12.99,Digital,26-40,32,8,3
2024-06-22,TK503095,C107861,West,Card,15.63,Digital,18-25,25,6,2
2024-01-23,TK503096,C100707,North,AppBug,10.62,CallCenter,41-55,4,1,1
2024-09-04,TK503097,C103705,South,AppBug,2.3,Branch,18-25,36,9,3
2024-02-18,TK503098,C104987,North,AppBug,16.64,Digital,18-25,7,2,1
2024-07-15,TK503099,C101343,South,Login,13.44,Digital,26-40,29,7,3
2024-10-15,TK503100,C100541,North,Card,3.39,CallCenter,26-40,42,10,4
2024-01-13,TK503101,C106794,South,AppBug,18.83,Digital,41-55,2,1,1
2024-03-21,TK503102,C106446,East,Other,3.25,CallCenter,41-55,12,3,1
2024-10-19,TK503103,C105572,West,Card,6.16,Branch,26-40,42,10,4
2024-09-24,TK503104,C101633,South,Transfer,4.75,Digital,41-55,39,9,3
2024-03-11,TK503105,C105517,North,Card,8.65,Digital,18-25,11,3,1
2024-12-05,TK503106,C105146,West,Transfer,12.09,Branch,56+,49,12,4
2024-03-09,TK503107,C104236,East,Login,10.24,Digital,26-40,10,3,1
2024-01-17,TK503108,C102572,South,Login,7.02,Digital,41-55,3,1,1
2024-01-14,TK503109,C100692,North,Other,15.62,Digital,26-40,2,1,1
2024-12-24,TK503110,C104057,West,Card,12.56,Digital,56+,52,12,4
2024-03-02,TK503111,C101063,East,Login,1.0,Digital,41-55,9,3,1
2024-11-11,TK503112,C103200,East,AppBug,6.58,Branch,41-55,46,11,4
2024-07-07,TK503113,C106435,East,Other,4.21,Digital,26-40,27,7,3
2024-01-17,TK503114,C107717,West,Login,23.61,Digital,41-55,3,1,1
2024-08-03,TK503115,C104730,West,Login,6.28,CallCenter,26-40,31,8,3
2024-08-14,TK503116,C102460,West,Transfer,9.37,Digital,56+,33,8,3
2024-11-18,TK503117,C104288,West,Login,8.74,Digital,56+,47,11,4
2024-11-27,TK503118,C106446,East,Other,6.95,Branch,41-55,48,11,4
2024-03-26,TK503119,C105498,North,Transfer,7.69,CallCenter,18-25,13,3,1
2024-12-13,TK503120,C105236,North,Login,6.28,Digital,18-25,50,12,4
2024-10-24,TK503121,C105070,East,Login,15.43,Digital,26-40,43,10,4
2024-04-30,TK503122,C107859,West,Login,6.9,Digital,41-55,18,4,2
2024-07-19,TK503123,C106644,North,AppBug,4.02,Branch,41-55,29,7,3
2024-11-03,TK503124,C106706,South,AppBug,15.74,CallCenter,18-25,44,11,4
2024-07-24,TK503125,C105077,East,Card,13.55,Digital,18-25,30,7,3
2024-06-02,TK503126,C101218,East,Login,12.99,Digital,41-55,22,6,2
2024-06-25,TK503127,C107829,North,Transfer,11.07,Branch,18-25,26,6,2
2024-07-26,TK503128,C106713,South,Other,21.85,Digital,41-55,30,7,3
2024-12-08,TK503129,C107247,South,Transfer,12.5,CallCenter,18-25,49,12,4
2024-11-15,TK503130,C107115,South,Transfer,15.61,CallCenter,56+,46,11,4
2024-03-14,TK503131,C105586,South,AppBug,12.38,CallCenter,26-40,11,3,1
2024-06-19,TK503132,C101937,South,Transfer,21.17,Digital,41-55,25,6,2
2024-04-19,TK503133,C107950,South,AppBug,15.59,CallCenter,41-55,16,4,2
2024-09-26,TK503134,C100244,West,Login,7.33,CallCenter,41-55,39,9,3
2024-11-27,TK503135,C104464,West,Other,18.2,CallCenter,18-25,48,11,4
2024-09-07,TK503136,C103194,East,Other,17.24,CallCenter,41-55,36,9,3
2024-10-06,TK503137,C104304,East,Card,1.0,CallCenter,18-25,40,10,4
2024-08-04,TK503138,C100689,West,AppBug,9.16,CallCenter,26-40,31,8,3
2024-11-27,TK503139,C107142,North,Transfer,15.06,CallCenter,41-55,48,11,4
2024-07-11,TK503140,C104686,East,Login,13.01,Digital,26-40,28,7,3
2024-10-21,TK503141,C106575,South,Card,19.31,CallCenter,41-55,43,10,4
2024-01-23,TK503142,C102812,South,Other,7.4,CallCenter,41-55,4,1,1
2024-06-01,TK503143,C103768,North,Transfer,12.28,Digital,41-55,22,6,2
2024-10-04,TK503144,C103151,North,AppBug,8.9,Branch,26-40,40,10,4
2024-11-18,TK503145,C102050,North,AppBug,3.83,Digital,56+,47,11,4
2024-09-22,TK503146,C103150,North,Transfer,12.24,Digital,18-25,38,9,3
2024-03-30,TK503147,C105415,South,Transfer,11.76,Digital,26-40,13,3,1
2024-11-29,TK503148,C104513,East,Card,8.69,CallCenter,18-25,48,11,4
2024-10-23,TK503149,C107337,South,AppBug,5.46,Branch,26-40,43,10,4
2024-02-19,TK503150,C102078,East,Transfer,12.64,Digital,26-40,8,2,1
2024-02-19,TK503151,C107844,West,AppBug,18.02,CallCenter,18-25,8,2,1
2024-11-21,TK503152,C101001,South,Card,5.8,CallCenter,26-40,47,11,4
2024-03-22,TK503153,C103061,South,AppBug,10.41,Digital,26-40,12,3,1
2024-05-06,TK503154,C101760,West,AppBug,9.92,CallCenter,26-40,19,5,2
2024-11-12,TK503155,C103685,West,Login,18.67,Digital,18-25,46,11,4
2024-05-11,TK503156,C106274,South,Transfer,4.91,CallCenter,18-25,19,5,2
2024-05-15,TK503157,C100313,South,Login,1.0,Digital,26-40,20,5,2
2024-12-08,TK503158,C103368,East,Card,13.88,Branch,18-25,49,12,4
2024-08-23,TK503159,C105787,South,Card,7.95,CallCenter,41-55,34,8,3
2024-04-14,TK503160,C104742,South,AppBug,15.39,CallCenter,41-55,15,4,2
2024-05-12,TK503161,C100479,East,Other,17.88,CallCenter,26-40,19,5,2
2024-02-09,TK503162,C102100,West,AppBug,12.74,Digital,41-55,6,2,1
2024-02-28,TK503163,C106996,South,Transfer,8.84,Digital,41-55,9,2,1
2024-06-16,TK503164,C101827,South,Login,22.43,Branch,26-40,24,6,2
2024-11-25,TK503165,C107998,East,Other,23.65,Digital,26-40,48,11,4
2024-09-16,TK503166,C103301,West,Transfer,11.49,Digital,26-40,38,9,3
2024-01-07,TK503167,C106641,East,Login,14.33,Digital,41-55,1,1,1
2024-03-24,TK503168,C100673,South,Transfer,6.06,Digital,41-55,12,3,1
2024-12-07,TK503169,C102452,East,Transfer,6.72,Branch,41-55,49,12,4
2024-09-12,TK503170,C106512,East,Transfer,11.49,Digital,18-25,37,9,3
2024-01-05,TK503171,C100261,North,Transfer,1.0,Digital,41-55,1,1,1
2024-06-01,TK503172,C102745,South,Card,13.08,CallCenter,41-55,22,6,2
2024-03-07,TK503173,C104836,West,AppBug,6.47,Branch,18-25,10,3,1
2024-05-18,TK503174,C102187,South,Card,8.17,CallCenter,26-40,20,5,2
2024-01-03,TK503175,C104789,South,Login,5.54,CallCenter,41-55,1,1,1
2024-02-20,TK503176,C106381,South,Login,10.18,Digital,56+,8,2,1
2024-04-23,TK503177,C105003,South,Card,19.55,Digital,18-25,17,4,2
2024-11-10,TK503178,C106081,North,Card,14.01,Digital,18-25,45,11,4
2024-06-18,TK503179,C102799,West,Card,19.07,CallCenter,41-55,25,6,2
2024-10-26,TK503180,C103746,South,AppBug,7.6,CallCenter,26-40,43,10,4
2024-07-30,TK503181,C103876,East,Transfer,13.89,Digital,18-25,31,7,3
2024-04-18,TK503182,C107705,North,Card,6.75,Digital,26-40,16,4,2
2024-10-20,TK503183,C101350,East,Card,20.32,Digital,41-55,42,10,4
2024-04-09,TK503184,C105003,South,AppBug,4.83,CallCenter,18-25,15,4,2
2024-05-17,TK503185,C100048,South,Card,11.09,CallCenter,41-55,20,5,2
2024-01-05,TK503186,C107186,North,Login,24.43,Digital,26-40,1,1,1
2024-09-28,TK503187,C101594,South,AppBug,10.99,CallCenter,41-55,39,9,3
2024-09-12,TK503188,C104097,North,Login,21.96,Branch,41-55,37,9,3
2024-09-16,TK503189,C106042,East,AppBug,17.69,CallCenter,41-55,38,9,3
2024-01-17,TK503190,C105007,South,AppBug,16.11,Digital,41-55,3,1,1
2024-07-08,TK503191,C101664,North,Login,18.45,Digital,56+,28,7,3
2024-05-31,TK503192,C102172,West,Card,14.52,CallCenter,26-40,22,5,2
2024-11-29,TK503193,C104576,South,Transfer,11.32,CallCenter,41-55,48,11,4
2024-03-04,TK503194,C105560,North,Card,11.47,CallCenter,56+,10,3,1
2024-06-15,TK503195,C106789,South,Login,11.63,Digital,41-55,24,6,2
2024-11-06,TK503196,C103468,East,Other,8.42,Digital,26-40,45,11,4
2024-05-23,TK503197,C104485,East,AppBug,11.79,Branch,26-40,21,5,2
2024-05-12,TK503198,C105152,South,AppBug,9.14,Digital,26-40,19,5,2
2024-08-12,TK503199,C103008,South,Transfer,16.15,Branch,18-25,33,8,3
2024-06-06,TK503200,C104024,East,Card,9.0,Digital,41-55,23,6,2
2024-05-29,TK503201,C101157,North,Login,11.1,Digital,18-25,22,5,2
2024-05-27,TK503202,C105616,North,AppBug,16.96,Digital,26-40,22,5,2
2024-04-03,TK503203,C106026,South,Card,10.6,Digital,18-25,14,4,2
2024-05-15,TK503204,C101289,North,Login,17.16,Digital,26-40,20,5,2
2024-03-01,TK503205,C104748,South,AppBug,17.7,CallCenter,56+,9,3,1
2024-10-01,TK503206,C106845,North,AppBug,8.35,CallCenter,18-25,40,10,4
2024-04-19,TK503207,C107025,East,Login,7.14,CallCenter,26-40,16,4,2
2024-11-03,TK503208,C105599,South,Transfer,9.42,CallCenter,26-40,44,11,4
2024-05-10,TK503209,C103156,West,Login,5.76,CallCenter,18-25,19,5,2
2024-12-18,TK503210,C102759,West,Card,17.77,Digital,26-40,51,12,4
2024-03-13,TK503211,C101062,South,Card,11.48,CallCenter,26-40,11,3,1
2024-01-04,TK503212,C105043,East,Other,17.79,Digital,26-40,1,1,1
2024-02-04,TK503213,C105508,South,Card,12.25,CallCenter,41-55,5,2,1
2024-08-25,TK503214,C100136,South,Card,12.67,Digital,56+,34,8,3
2024-11-02,TK503215,C107054,West,Transfer,17.27,Digital,18-25,44,11,4
2024-05-27,TK503216,C103473,North,Card,16.51,Digital,26-40,22,5,2
2024-04-11,TK503217,C105800,South,Transfer,12.82,Digital,26-40,15,4,2
2024-06-12,TK503218,C103247,South,Card,19.07,Digital,41-55,24,6,2
2024-11-23,TK503219,C105763,South,Login,9.74,Branch,56+,47,11,4
2024-10-30,TK503220,C103339,South,Other,1.93,CallCenter,26-40,44,10,4
2024-11-16,TK503221,C103066,West,AppBug,21.01,CallCenter,26-40,46,11,4
2024-12-21,TK503222,C103709,East,Login,9.98,Digital,41-55,51,12,4
2024-06-13,TK503223,C105312,North,Transfer,9.58,Branch,26-40,24,6,2
2024-03-26,TK503224,C102431,South,Transfer,17.14,Digital,41-55,13,3,1
2024-09-07,TK503225,C104857,North,Login,21.3,Digital,41-55,36,9,3
2024-12-08,TK503226,C106174,South,Card,20.04,CallCenter,26-40,49,12,4
2024-03-31,TK503227,C103384,South,AppBug,9.68,Digital,18-25,13,3,1
2024-09-20,TK503228,C102662,West,AppBug,13.45,Digital,26-40,38,9,3
2024-08-28,TK503229,C105191,West,Login,1.0,Branch,41-55,35,8,3
2024-11-22,TK503230,C102463,East,Transfer,11.96,CallCenter,26-40,47,11,4
2024-10-03,TK503231,C105950,West,Card,7.57,CallCenter,26-40,40,10,4
2024-07-30,TK503232,C101612,East,AppBug,4.49,Branch,41-55,31,7,3
2024-09-30,TK503233,C105488,South,Other,14.28,Digital,26-40,40,9,3
2024-10-26,TK503234,C107401,South,Transfer,4.41,Digital,26-40,43,10,4
2024-04-11,TK503235,C100515,South,Login,9.05,CallCenter,18-25,15,4,2
2024-02-29,TK503236,C102830,East,Card,15.05,Digital,26-40,9,2,1
2024-12-04,TK503237,C106204,West,Transfer,15.93,Digital,18-25,49,12,4
2024-01-14,TK503238,C101091,South,AppBug,12.26,Digital,41-55,2,1,1
2024-07-17,TK503239,C103195,South,Login,13.74,CallCenter,26-40,29,7,3
2024-09-23,TK503240,C106398,South,Transfer,13.75,Digital,26-40,39,9,3
2024-07-09,TK503241,C106379,South,Login,22.49,Digital,26-40,28,7,3
2024-02-23,TK503242,C107621,South,Transfer,11.17,Digital,41-55,8,2,1
2024-03-01,TK503243,C104229,South,Login,8.86,CallCenter,26-40,9,3,1
2024-03-21,TK503244,C103379,South,Transfer,10.77,Digital,56+,12,3,1
2024-12-10,TK503245,C104498,South,AppBug,13.67,Digital,56+,50,12,4
2024-02-11,TK503246,C103143,North,Login,13.09,Digital,18-25,6,2,1
2024-02-09,TK503247,C103261,West,Login,10.37,Branch,41-55,6,2,1
2024-12-24,TK503248,C100390,East,Card,3.54,Digital,41-55,52,12,4
2024-09-06,TK503249,C107053,South,Card,11.74,CallCenter,26-40,36,9,3
2024-09-28,TK503250,C106831,South,AppBug,5.94,CallCenter,41-55,39,9,3
2024-05-02,TK503251,C105810,North,AppBug,10.89,CallCenter,26-40,18,5,2
2024-03-22,TK503252,C103070,West,Card,10.67,Digital,18-25,12,3,1
2024-11-28,TK503253,C103596,South,Card,17.44,Digital,56+,48,11,4
2024-05-30,TK503254,C106415,South,AppBug,14.78,CallCenter,18-25,22,5,2
2024-09-28,TK503255,C101909,West,Other,1.24,CallCenter,56+,39,9,3
2024-09-28,TK503256,C100887,South,Card,10.5,Digital,18-25,39,9,3
2024-12-27,TK503257,C106076,South,AppBug,25.77,CallCenter,41-55,52,12,4
2024-12-18,TK503258,C100408,West,AppBug,17.49,Branch,18-25,51,12,4
2024-05-03,TK503259,C104455,West,Card,18.13,Digital,26-40,18,5,2
2024-07-17,TK503260,C103242,South,Login,6.02,Digital,56+,29,7,3
2024-07-20,TK503261,C103796,South,Card,2.7,Digital,41-55,29,7,3
2024-06-04,TK503262,C101183,West,Login,7.74,CallCenter,18-25,23,6,2
2024-12-21,TK503263,C100403,West,Other,13.43,Branch,18-25,51,12,4
2024-04-16,TK503264,C105706,North,Transfer,6.94,Digital,56+,16,4,2
2024-06-15,TK503265,C100749,South,Transfer,18.4,CallCenter,41-55,24,6,2
2024-02-17,TK503266,C102679,South,Other,16.41,CallCenter,26-40,7,2,1
2024-09-19,TK503267,C101594,South,Login,3.05,Digital,41-55,38,9,3
2024-06-13,TK503268,C105702,North,Other,9.82,Digital,18-25,24,6,2
2024-12-04,TK503269,C106375,South,Other,18.36,CallCenter,18-25,49,12,4
2024-08-12,TK503270,C100457,West,AppBug,4.74,Branch,26-40,33,8,3
2024-09-23,TK503271,C105833,West,Other,15.25,Digital,41-55,39,9,3
2024-07-06,TK503272,C101844,South,AppBug,10.72,Digital,18-25,27,7,3
2024-05-15,TK503273,C101602,East,Transfer,12.08,Digital,41-55,20,5,2
2024-01-21,TK503274,C106933,North,Login,15.28,Digital,41-55,3,1,1
2024-09-13,TK503275,C102903,South,Other,23.68,Digital,56+,37,9,3
2024-01-22,TK503276,C103971,South,Transfer,11.18,Digital,18-25,4,1,1
2024-05-19,TK503277,C106940,South,Transfer,15.17,CallCenter,41-55,20,5,2
2024-04-18,TK503278,C103605,North,Transfer,12.01,Digital,18-25,16,4,2
2024-05-27,TK503279,C104442,South,Login,15.19,Branch,56+,22,5,2
2024-09-28,TK503280,C102242,South,Card,4.59,Digital,26-40,39,9,3
2024-03-07,TK503281,C100730,South,Login,2.16,Digital,26-40,10,3,1
2024-12-21,TK503282,C100237,South,AppBug,10.25,CallCenter,41-55,51,12,4
2024-11-28,TK503283,C102712,South,Login,16.01,Digital,26-40,48,11,4
2024-05-06,TK503284,C101411,South,AppBug,1.0,CallCenter,56+,19,5,2
2024-09-19,TK503285,C103902,South,Card,16.09,Digital,41-55,38,9,3
2024-07-05,TK503286,C106231,South,Other,29.51,Digital,26-40,27,7,3
2024-04-28,TK503287,C105710,South,AppBug,15.54,Digital,41-55,17,4,2
2024-11-01,TK503288,C102963,East,Card,11.92,Branch,26-40,44,11,4
2024-11-25,TK503289,C107548,East,Card,7.94,Digital,18-25,48,11,4
2024-04-08,TK503290,C102312,South,Other,20.41,CallCenter,26-40,15,4,2
2024-03-12,TK503291,C106611,South,Login,4.54,Branch,26-40,11,3,1
2024-11-02,TK503292,C102729,West,Other,16.86,Branch,56+,44,11,4
2024-03-02,TK503293,C100653,North,Other,11.41,Digital,26-40,9,3,1
2024-11-03,TK503294,C107652,West,Transfer,13.59,Digital,26-40,44,11,4
2024-03-01,TK503295,C102459,South,Other,10.3,Digital,26-40,9,3,1
2024-02-14,TK503296,C101700,North,AppBug,18.16,CallCenter,56+,7,2,1
2024-11-09,TK503297,C107385,South,Other,12.05,Digital,41-55,45,11,4
2024-08-03,TK503298,C100524,North,AppBug,19.28,Digital,18-25,31,8,3
2024-04-08,TK503299,C102178,South,Card,19.88,CallCenter,26-40,15,4,2
2024-05-20,TK503300,C107177,North,Card,11.94,CallCenter,56+,21,5,2
2024-09-30,TK503301,C105137,South,Transfer,14.18,CallCenter,18-25,40,9,3
2024-01-08,TK503302,C102415,West,Card,8.36,CallCenter,18-25,2,1,1
2024-03-24,TK503303,C106743,South,Login,13.51,Digital,18-25,12,3,1
2024-04-01,TK503304,C105147,North,AppBug,11.35,Digital,26-40,14,4,2
2024-02-23,TK503305,C103906,South,AppBug,8.42,Branch,41-55,8,2,1
2024-09-30,TK503306,C103515,South,Login,10.16,CallCenter,41-55,40,9,3
2024-09-10,TK503307,C102593,South,Transfer,12.23,Digital,18-25,37,9,3
2024-07-13,TK503308,C100222,South,AppBug,24.13,Digital,41-55,28,7,3
2024-06-04,TK503309,C101272,West,AppBug,16.77,Digital,26-40,23,6,2
2024-11-06,TK503310,C104519,South,Login,17.15,Digital,26-40,45,11,4
2024-01-08,TK503311,C103526,North,Transfer,7.67,CallCenter,18-25,2,1,1
2024-03-18,TK503312,C106958,West,Login,11.0,Digital,26-40,12,3,1
2024-10-24,TK503313,C103542,South,AppBug,12.05,CallCenter,56+,43,10,4
2024-12-14,TK503314,C105095,South,Card,5.14,CallCenter,26-40,50,12,4
2024-07-22,TK503315,C100100,South,Login,13.05,Digital,56+,30,7,3
2024-09-12,TK503316,C105698,South,Other,16.75,Branch,56+,37,9,3
2024-10-23,TK503317,C105457,East,Card,1.0,CallCenter,41-55,43,10,4
2024-10-21,TK503318,C103471,South,Login,14.31,Digital,26-40,43,10,4
2024-06-16,TK503319,C105031,South,Login,10.71,Digital,56+,24,6,2
2024-01-24,TK503320,C103491,North,Login,8.14,CallCenter,18-25,4,1,1
2024-08-18,TK503321,C100668,South,AppBug,12.53,Digital,26-40,33,8,3
2024-10-26,TK503322,C102874,West,Card,11.68,Digital,18-25,43,10,4
2024-11-24,TK503323,C100622,South,Transfer,14.52,Digital,56+,47,11,4
2024-02-25,TK503324,C106155,East,AppBug,14.48,Digital,18-25,8,2,1
2024-12-31,TK503325,C106342,South,Transfer,10.9,CallCenter,56+,1,12,4
2024-07-27,TK503326,C102722,North,Other,14.7,Branch,26-40,30,7,3
2024-08-14,TK503327,C100462,East,Login,14.82,CallCenter,56+,33,8,3
2024-08-21,TK503328,C103308,North,AppBug,16.2,Digital,26-40,34,8,3
2024-09-22,TK503329,C105825,East,Transfer,4.79,CallCenter,18-25,38,9,3
2024-03-20,TK503330,C103254,South,Login,5.49,Digital,18-25,12,3,1
2024-01-31,TK503331,C102437,West,Other,14.74,Digital,41-55,5,1,1
2024-02-23,TK503332,C100991,South,Transfer,9.65,CallCenter,41-55,8,2,1
2024-12-13,TK503333,C104544,South,Card,17.8,CallCenter,26-40,50,12,4
2024-05-03,TK503334,C103014,West,Login,16.23,Branch,26-40,18,5,2
2024-07-15,TK503335,C102040,North,Card,11.59,CallCenter,26-40,29,7,3
2024-06-17,TK503336,C102012,North,Login,1.0,Digital,18-25,25,6,2
2024-02-28,TK503337,C102665,South,Transfer,8.49,CallCenter,41-55,9,2,1
2024-05-05,TK503338,C101359,North,Transfer,22.98,Branch,18-25,18,5,2
2024-11-18,TK503339,C105977,West,Transfer,15.25,Branch,26-40,47,11,4
2024-09-08,TK503340,C102886,South,Login,21.72,CallCenter,18-25,36,9,3
2024-06-11,TK503341,C102629,South,AppBug,6.95,Branch,26-40,24,6,2
2024-01-08,TK503342,C101783,South,Login,15.02,Digital,18-25,2,1,1
2024-03-17,TK503343,C102888,South,Transfer,7.09,CallCenter,18-25,11,3,1
2024-04-15,TK503344,C100385,South,Transfer,18.73,Digital,56+,16,4,2
2024-03-11,TK503345,C105086,South,Login,1.32,CallCenter,41-55,11,3,1
2024-03-04,TK503346,C104740,West,Transfer,14.77,CallCenter,18-25,10,3,1
2024-05-19,TK503347,C102514,West,Login,2.97,CallCenter,26-40,20,5,2
2024-11-22,TK503348,C107049,West,Transfer,5.77,Digital,26-40,47,11,4
2024-12-18,TK503349,C103208,East,AppBug,4.18,CallCenter,18-25,51,12,4
2024-05-28,TK503350,C104224,North,Transfer,9.78,Digital,18-25,22,5,2
2024-01-23,TK503351,C105864,North,Transfer,5.41,Digital,41-55,4,1,1
2024-06-04,TK503352,C105096,North,Transfer,3.27,CallCenter,41-55,23,6,2
2024-04-07,TK503353,C107274,South,Card,23.67,Branch,41-55,14,4,2
2024-09-08,TK503354,C101773,South,Transfer,11.63,CallCenter,56+,36,9,3
2024-07-21,TK503355,C102385,South,Login,1.85,Digital,41-55,29,7,3
2024-03-14,TK503356,C101661,East,Transfer,15.07,Digital,41-55,11,3,1
2024-10-06,TK503357,C100188,South,Other,16.36,Digital,41-55,40,10,4
2024-03-14,TK503358,C105622,East,Transfer,15.73,Branch,41-55,11,3,1
2024-06-24,TK503359,C100257,South,Login,13.93,Digital,18-25,26,6,2
2024-04-19,TK503360,C104009,South,AppBug,16.33,Digital,41-55,16,4,2
2024-07-16,TK503361,C107349,South,Login,8.51,Digital,18-25,29,7,3
2024-02-14,TK503362,C106247,South,Other,26.23,CallCenter,56+,7,2,1
2024-09-19,TK503363,C105853,South,Login,14.29,Digital,26-40,38,9,3
