customer_id,segment,age_band,region,join_date,primary_channel
C106637,41-55,41-55,South,2022-10-01,Digital
C106638,41-55,41-55,South,2022-06-10,Digital
C106639,26-40,26-40,West,2021-03-12,ATM
C106640,18-25,18-25,East,2023-12-07,ATM
C106641,41-55,41-55,East,2023-05-03,Digital
C106642,18-25,18-25,East,2022-02-12,Digital
C106643,26-40,26-40,East,2022-04-18,CallCenter
C106644,41-55,41-55,North,2020-04-11,Branch
C106645,18-25,18-25,West,2022-12-02,CallCenter
C106646,18-25,18-25,South,2023-08-22,ATM
C106647,18-25,18-25,West,2023-11-17,Digital
C106648,56+,56+,West,2022-03-29,Digital
C106649,26-40,26-40,East,2023-12-28,Digital
C106650,41-55,41-55,South,2023-03-12,ATM
C106651,56+,56+,North,2022-01-07,Digital
C106652,41-55,41-55,South,2023-03-15,Branch
C106653,26-40,26-40,South,2020-08-16,Branch
C106654,26-40,26-40,North,2022-09-14,ATM
C106655,26-40,26-40,North,2022-06-24,ATM
C106656,26-40,26-40,West,2021-12-21,Digital
C106657,56+,56+,South,2022-07-29,Digital
C106658,41-55,41-55,South,2023-05-29,Branch
C106659,26-40,26-40,South,2022-04-15,ATM
C106660,26-40,26-40,East,2021-07-07,Branch
C106661,56+,56+,South,2021-09-08,Branch
C106662,18-25,18-25,East,2022-04-10,ATM
C106663,41-55,41-55,South,2022-04-29,Digital
C106664,26-40,26-40,North,2021-04-03,Digital
C106665,41-55,41-55,South,2022-02-19,ATM
C106666,41-55,41-55,North,2021-02-24,Branch
C106667,26-40,26-40,West,2023-10-12,ATM
C106668,18-25,18-25,North,2022-02-20,Digital
C106669,41-55,41-55,South,2023-05-08,Branch
C106670,26-40,26-40,South,2021-07-08,Digital
C106671,26-40,26-40,South,2021-07-29,Digital
C106672,26-40,26-40,South,2021-02-25,Digital
C106673,26-40,26-40,South,2022-04-14,Branch
C106674,41-55,41-55,West,2022-06-19,Digital
C106675,18-25,18-25,North,2022-04-07,Digital
C106676,26-40,26-40,South,2023-05-07,Digital
C106677,56+,56+,East,2022-01-16,Digital
C106678,18-25,18-25,North,2023-04-14,Branch
C106679,26-40,26-40,East,2020-03-25,Branch
C106680,41-55,41-55,West,2021-06-09,Branch
C106681,56+,56+,East,2022-11-07,Digital
C106682,26-40,26-40,West,2021-07-14,Digital
C106683,41-55,41-55,East,2022-12-04,Digital
C106684,26-40,26-40,South,2022-05-14,Branch
C106685,26-40,26-40,West,2021-12-08,ATM
C106686,56+,56+,South,2022-03-26,Digital
C106687,56+,56+,South,2023-08-10,CallCenter
C106688,26-40,26-40,East,2022-09-18,Digital
C106689,26-40,26-40,West,2023-12-08,Branch
C106690,26-40,26-40,West,2020-05-19,Branch
C106691,18-25,18-25,North,2023-04-02,Branch
C106692,56+,56+,East,2023-07-26,Branch
C106693,41-55,41-55,South,2023-09-17,Digital
C106694,26-40,26-40,East,2022-02-26,Branch
C106695,26-40,26-40,East,2021-12-13,Digital
C106696,26-40,26-40,South,2022-05-02,Branch
C106697,18-25,18-25,West,2023-08-28,Digital
C106698,41-55,41-55,South,2023-06-20,Digital
C106699,26-40,26-40,South,2023-09-28,CallCenter
C106700,26-40,26-40,West,2023-11-16,Digital
C106701,41-55,41-55,East,2022-06-30,Digital
C106702,56+,56+,South,2021-01-13,Digital
C106703,18-25,18-25,North,2020-08-08,Branch
C106704,26-40,26-40,South,2023-08-04,Branch
C106705,26-40,26-40,North,2020-08-10,CallCenter
C106706,18-25,18-25,South,2020-04-12,Branch
C106707,26-40,26-40,South,2021-11-21,Digital
C106708,41-55,41-55,South,2022-12-21,Digital
C106709,18-25,18-25,East,2022-12-10,Digital
C106710,18-25,18-25,North,2021-01-06,Branch
C106711,56+,56+,South,2022-01-02,CallCenter
C106712,26-40,26-40,West,2023-07-30,Digital
C106713,41-55,41-55,South,2023-03-14,Digital
C106714,41-55,41-55,East,2023-09-01,Branch
C106715,41-55,41-55,North,2023-01-29,Branch
C106716,41-55,41-55,South,2020-05-13,Branch
C106717,41-55,41-55,East,2020-10-24,Digital
C106718,41-55,41-55,North,2020-09-03,Digital
C106719,26-40,26-40,South,2020-07-12,Digital
C106720,26-40,26-40,West,2023-06-08,Digital
C106721,26-40,26-40,South,2022-10-28,Branch
C106722,26-40,26-40,East,2023-08-27,Digital
C106723,18-25,18-25,South,2021-04-13,Digital
C106724,26-40,26-40,North,2023-12-02,CallCenter
C106725,26-40,26-40,East,2023-09-22,Branch
C106726,18-25,18-25,South,2020-06-03,Digital
C106727,26-40,26-40,North,2023-06-22,CallCenter
C106728,41-55,41-55,West,2020-06-10,Digital
C106729,26-40,26-40,South,2021-10-21,ATM
C106730,41-55,41-55,East,2020-09-21,Digital
C106731,26-40,26-40,South,2022-04-28,ATM
C106732,56+,56+,North,2020-01-26,Digital
C106733,41-55,41-55,East,2023-05-22,Digital
C106734,18-25,18-25,East,2021-11-26,CallCenter
C106735,56+,56+,South,2023-06-27,Branch
C106736,18-25,18-25,East,2021-09-25,Digital
C106737,26-40,26-40,South,2022-03-24,Digital
C106738,41-55,41-55,South,2022-12-14,Digital
C106739,26-40,26-40,East,2023-11-20,Digital
C106740,26-40,26-40,South,2021-06-30,Branch
C106741,26-40,26-40,South,2022-01-31,Digital
C106742,18-25,18-25,East,2021-04-18,CallCenter
C106743,18-25,18-25,South,2020-03-01,ATM
C106744,18-25,18-25,West,2023-06-29,CallCenter
C106745,18-25,18-25,East,2022-04-02,Branch
C106746,41-55,41-55,South,2021-06-28,Digital
C106747,26-40,26-40,South,2023-02-09,Branch
C106748,26-40,26-40,West,2023-04-11,Digital
C106749,41-55,41-55,West,2023-12-09,Digital
C106750,18-25,18-25,South,2021-09-30,ATM
C106751,26-40,26-40,South,2020-06-02,Branch
C106752,41-55,41-55,South,2021-12-10,Digital
C106753,56+,56+,West,2021-10-05,Digital
C106754,26-40,26-40,West,2020-10-30,Digital
C106755,18-25,18-25,East,2022-05-07,Branch
C106756,41-55,41-55,South,2021-08-28,Digital
C106757,56+,56+,West,2023-07-11,ATM
C106758,26-40,26-40,North,2020-03-10,Branch
C106759,26-40,26-40,South,2022-11-11,Digital
C106760,18-25,18-25,South,2022-05-29,Branch
C106761,26-40,26-40,South,2020-12-03,CallCenter
C106762,56+,56+,South,2021-05-29,ATM
C106763,41-55,41-55,South,2023-06-09,Digital
C106764,26-40,26-40,South,2021-06-15,Digital
C106765,41-55,41-55,East,2022-08-28,Branch
C106766,41-55,41-55,North,2022-01-18,ATM
C106767,26-40,26-40,South,2023-07-31,CallCenter
C106768,41-55,41-55,South,2022-08-23,Digital
C106769,26-40,26-40,South,2023-05-04,Branch
C106770,26-40,26-40,South,2023-08-13,Digital
C106771,26-40,26-40,East,2020-07-07,Digital
C106772,26-40,26-40,South,2023-05-03,Digital
C106773,56+,56+,South,2023-11-04,Digital
C106774,26-40,26-40,West,2020-02-22,Branch
C106775,26-40,26-40,North,2021-10-25,Digital
C106776,26-40,26-40,East,2021-01-07,Branch
C106777,26-40,26-40,South,2023-12-06,Branch
C106778,26-40,26-40,West,2021-05-29,Digital
C106779,41-55,41-55,North,2020-09-30,Branch
C106780,26-40,26-40,South,2020-05-19,Digital
C106781,26-40,26-40,South,2023-03-05,Digital
C106782,41-55,41-55,South,2020-03-26,CallCenter
C106783,18-25,18-25,East,2021-03-21,Digital
C106784,41-55,41-55,North,2022-03-20,Digital
C106785,26-40,26-40,South,2020-03-06,Branch
C106786,26-40,26-40,West,2020-09-12,Digital
C106787,41-55,41-55,West,2023-12-23,Digital
C106788,41-55,41-55,South,2021-10-30,Branch
C106789,41-55,41-55,South,2021-03-19,Branch
C106790,26-40,26-40,East,2023-06-24,Branch
C106791,26-40,26-40,East,2020-04-27,ATM
C106792,41-55,41-55,West,2021-01-20,Digital
C106793,26-40,26-40,West,2023-06-11,Digital
C106794,41-55,41-55,South,2023-01-05,Digital
C106795,26-40,26-40,East,2021-09-23,Digital
C106796,41-55,41-55,South,2023-12-03,CallCenter
C106797,18-25,18-25,North,2022-04-22,Branch
C106798,26-40,26-40,West,2022-12-25,Digital
C106799,18-25,18-25,South,2023-12-09,Digital
C106800,26-40,26-40,North,2022-01-06,Digital
C106801,41-55,41-55,East,2021-12-03,Branch
C106802,26-40,26-40,South,2022-08-27,Digital
C106803,26-40,26-40,North,2020-04-08,CallCenter
C106804,56+,56+,South,2021-09-18,Digital
C106805,41-55,41-55,East,2022-10-06,Digital
C106806,26-40,26-40,South,2021-07-07,CallCenter
C106807,56+,56+,North,2022-11-04,ATM
C106808,26-40,26-40,South,2021-08-12,Digital
C106809,41-55,41-55,North,2020-10-10,Digital
C106810,18-25,18-25,West,2020-08-01,ATM
C106811,26-40,26-40,South,2022-03-07,Branch
C106812,26-40,26-40,West,2020-10-09,Branch
C106813,18-25,18-25,North,2021-06-23,Branch
C106814,26-40,26-40,North,2022-01-29,CallCenter
C106815,18-25,18-25,South,2020-03-13,Branch
C106816,41-55,41-55,East,2021-09-06,Digital
C106817,18-25,18-25,West,2021-03-31,Digital
C106818,18-25,18-25,South,2021-04-03,Branch
C106819,56+,56+,South,2023-08-21,Digital
C106820,41-55,41-55,North,2023-09-13,Digital
C106821,56+,56+,South,2021-03-14,Branch
C106822,26-40,26-40,South,2023-07-11,Digital
C106823,18-25,18-25,West,2020-11-21,CallCenter
C106824,26-40,26-40,South,2021-05-21,Digital
C106825,26-40,26-40,East,2023-10-06,Branch
C106826,18-25,18-25,West,2020-05-28,Branch
C106827,56+,56+,North,2021-07-12,Digital
C106828,41-55,41-55,South,2023-03-22,Digital
C106829,41-55,41-55,West,2023-10-06,Digital
C106830,26-40,26-40,South,2023-10-17,ATM
C106831,41-55,41-55,South,2023-07-10,Branch
C106832,26-40,26-40,West,2023-11-10,Digital
C106833,56+,56+,South,2021-11-18,Digital
C106834,26-40,26-40,West,2021-04-17,CallCenter
C106835,18-25,18-25,South,2021-07-16,Digital
C106836,18-25,18-25,South,2020-06-25,CallCenter
C106837,41-55,41-55,South,2020-07-20,Digital
C106838,56+,56+,South,2023-11-23,Digital
C106839,56+,56+,North,2020-10-05,Branch
C106840,41-55,41-55,North,2022-06-19,Digital
C106841,56+,56+,South,2020-12-05,ATM
C106842,41-55,41-55,South,2022-08-28,Branch
C106843,26-40,26-40,South,2021-11-18,Branch
C106844,41-55,41-55,North,2020-06-02,Branch
C106845,18-25,18-25,North,2021-06-27,Branch
C106846,26-40,26-40,South,2022-12-03,Branch
C106847,26-40,26-40,South,2023-03-15,Branch
C106848,18-25,18-25,South,2021-02-27,ATM
C106849,56+,56+,North,2021-03-09,Branch
C106850,56+,56+,South,2022-12-01,Digital
C106851,26-40,26-40,East,2021-09-12,Digital
C106852,41-55,41-55,East,2020-04-12,Digital
C106853,26-40,26-40,South,2020-06-28,Digital
C106854,18-25,18-25,West,2021-06-29,Digital
C106855,26-40,26-40,South,2021-01-31,Digital
C106856,26-40,26-40,South,2020-06-22,Digital
C106857,26-40,26-40,South,2023-02-17,ATM
C106858,18-25,18-25,South,2021-11-01,ATM
C106859,18-25,18-25,South,2022-10-30,Digital
C106860,18-25,18-25,South,2020-01-03,CallCenter
C106861,56+,56+,East,2021-08-10,CallCenter
C106862,18-25,18-25,South,2021-11-29,ATM
C106863,26-40,26-40,North,2022-04-23,Digital
C106864,26-40,26-40,North,2023-11-15,Digital
C106865,26-40,26-40,North,2021-10-31,Digital
C106866,26-40,26-40,South,2021-12-15,Branch
C106867,18-25,18-25,North,2023-07-31,Branch
C106868,41-55,41-55,South,2021-08-05,Branch
C106869,26-40,26-40,South,2021-07-30,ATM
C106870,41-55,41-55,South,2020-08-21,CallCenter
C106871,26-40,26-40,West,2022-11-21,Branch
C106872,26-40,26-40,West,2020-01-29,CallCenter
C106873,26-40,26-40,South,2020-11-15,ATM
C106874,26-40,26-40,South,2021-09-02,Digital
C106875,26-40,26-40,East,2021-09-26,ATM
C106876,18-25,18-25,West,2020-02-26,Digital
C106877,26-40,26-40,South,2022-02-12,Digital
C106878,41-55,41-55,North,2023-11-21,CallCenter
C106879,18-25,18-25,East,2020-06-01,Digital
C106880,18-25,18-25,North,2021-12-22,Digital
C106881,41-55,41-55,East,2022-05-08,CallCenter
C106882,26-40,26-40,North,2021-04-18,Digital
C106883,41-55,41-55,North,2022-04-19,Digital
C106884,56+,56+,East,2021-05-12,Digital
C106885,56+,56+,East,2020-08-19,Branch
C106886,26-40,26-40,South,2023-05-12,Digital
C106887,26-40,26-40,West,2023-12-30,Digital
C106888,41-55,41-55,West,2021-07-17,ATM
C106889,41-55,41-55,South,2020-05-15,Digital
C106890,41-55,41-55,West,2020-08-26,Branch
C106891,26-40,26-40,South,2023-08-01,Digital
C106892,18-25,18-25,North,2023-07-10,Branch
C106893,18-25,18-25,West,2021-12-19,Branch
C106894,18-25,18-25,South,2023-06-27,Digital
C106895,18-25,18-25,West,2020-11-21,Digital
C106896,56+,56+,North,2021-08-07,Digital
C106897,18-25,18-25,North,2020-06-13,Digital
C106898,41-55,41-55,North,2022-03-07,Digital
C106899,56+,56+,South,2022-10-18,Digital
C106900,26-40,26-40,West,2023-11-05,Digital
C106901,26-40,26-40,South,2023-01-07,Digital
C106902,41-55,41-55,North,2022-08-29,Digital
C106903,26-40,26-40,South,2022-09-10,ATM
C106904,26-40,26-40,South,2022-07-08,Digital
C106905,41-55,41-55,East,2021-09-05,Branch
C106906,41-55,41-55,East,2021-12-31,Branch
C106907,41-55,41-55,North,2020-09-09,Digital
C106908,56+,56+,South,2020-01-30,Digital
C106909,26-40,26-40,East,2023-02-27,Digital
C106910,41-55,41-55,South,2021-12-25,Branch
C106911,41-55,41-55,South,2023-06-26,Digital
C106912,41-55,41-55,South,2020-06-26,Digital
C106913,41-55,41-55,South,2021-07-26,CallCenter
C106914,41-55,41-55,North,2021-01-11,Branch
C106915,56+,56+,South,2023-05-14,Digital
C106916,26-40,26-40,East,2021-07-04,CallCenter
C106917,41-55,41-55,South,2022-07-17,Digital
C106918,26-40,26-40,East,2020-05-03,Digital
C106919,26-40,26-40,South,2022-02-08,Digital
C106920,41-55,41-55,South,2021-10-06,CallCenter
C106921,41-55,41-55,East,2022-06-11,Digital
C106922,26-40,26-40,South,2022-05-05,ATM
C106923,26-40,26-40,South,2020-06-06,Branch
C106924,26-40,26-40,North,2020-03-14,Branch
C106925,18-25,18-25,East,2020-07-02,Digital
C106926,26-40,26-40,South,2020-11-14,Digital
C106927,56+,56+,East,2022-11-27,Branch
C106928,26-40,26-40,South,2021-01-28,Digital
C106929,56+,56+,South,2023-11-18,Branch
C106930,26-40,26-40,South,2020-05-06,Digital
C106931,41-55,41-55,South,2022-01-11,ATM
C106932,26-40,26-40,West,2022-11-11,Branch
C106933,41-55,41-55,North,2020-03-19,Branch
C106934,41-55,41-55,West,2022-01-21,Digital
C106935,41-55,41-55,North,2020-04-09,Digital
C106936,56+,56+,South,2023-02-27,Digital
C106937,26-40,26-40,North,2021-11-13,Digital
C106938,18-25,18-25,East,2023-06-17,Branch
C106939,26-40,26-40,South,2022-08-18,Digital
C106940,41-55,41-55,South,2021-04-07,Digital
C106941,26-40,26-40,West,2020-08-14,Digital
C106942,26-40,26-40,East,2020-08-19,Digital
C106943,26-40,26-40,North,2020-02-18,Branch
C106944,26-40,26-40,East,2021-03-14,Branch
C106945,41-55,41-55,South,2022-12-01,Digital
C106946,41-55,41-55,North,2021-06-02,Digital
C106947,41-55,41-55,South,2020-08-01,Branch
C106948,41-55,41-55,East,2020-04-26,Branch
C106949,56+,56+,South,2021-10-02,ATM
C106950,26-40,26-40,East,2020-11-02,ATM
C106951,56+,56+,East,2022-12-08,ATM
C106952,18-25,18-25,South,2021-05-07,ATM
C106953,41-55,41-55,South,2020-07-02,ATM
C106954,41-55,41-55,East,2021-02-02,Branch
C106955,26-40,26-40,South,2021-10-08,Branch
C106956,26-40,26-40,North,2020-02-25,Branch
C106957,26-40,26-40,South,2020-06-11,Digital
C106958,26-40,26-40,West,2023-11-04,Digital
C106959,56+,56+,South,2021-05-22,CallCenter
C106960,26-40,26-40,South,2022-12-29,Branch
C106961,18-25,18-25,North,2023-08-26,Digital
C106962,26-40,26-40,North,2020-06-14,Digital
C106963,26-40,26-40,West,2022-09-29,Digital
C106964,18-25,18-25,South,2023-05-02,Digital
C106965,26-40,26-40,East,2020-02-03,Branch
C106966,26-40,26-40,East,2021-03-30,Branch
C106967,18-25,18-25,South,2020-07-15,Digital
C106968,26-40,26-40,East,2020-02-16,Digital
C106969,26-40,26-40,West,2021-03-05,Digital
C106970,41-55,41-55,East,2020-09-24,Digital
C106971,26-40,26-40,East,2023-08-01,Digital
C106972,26-40,26-40,South,2020-12-12,Branch
C106973,56+,56+,West,2022-12-27,Digital
C106974,26-40,26-40,North,2020-03-16,CallCenter
C106975,18-25,18-25,East,2022-06-21,Branch
C106976,41-55,41-55,South,2022-10-12,Digital
C106977,18-25,18-25,South,2020-08-10,Digital
C106978,41-55,41-55,West,2021-09-21,Digital
C106979,41-55,41-55,South,2023-09-19,Digital
C106980,56+,56+,North,2022-06-16,CallCenter
C106981,56+,56+,East,2023-03-26,Branch
C106982,26-40,26-40,West,2021-09-12,ATM
C106983,41-55,41-55,East,2020-12-15,Branch
C106984,26-40,26-40,West,2021-11-17,CallCenter
C106985,41-55,41-55,West,2021-08-13,ATM
C106986,26-40,26-40,West,2023-12-07,Digital
C106987,18-25,18-25,South,2021-09-17,Digital
C106988,18-25,18-25,South,2022-07-05,Digital
C106989,18-25,18-25,West,2022-05-08,Digital
C106990,18-25,18-25,West,2021-06-26,Branch
C106991,26-40,26-40,North,2021-07-01,Digital
C106992,56+,56+,South,2023-05-19,ATM
C106993,26-40,26-40,South,2020-11-02,Digital
C106994,41-55,41-55,East,2021-08-30,ATM
C106995,41-55,41-55,West,2022-09-01,Digital
C106996,41-55,41-55,South,2020-03-23,Digital
C106997,26-40,26-40,North,2022-09-16,ATM
C106998,56+,56+,South,2023-05-01,Digital
C106999,41-55,41-55,West,2021-10-08,Branch
C107000,41-55,41-55,South,2022-05-01,ATM
C107001,56+,56+,North,2021-12-11,Digital
C107002,26-40,26-40,South,2022-08-30,Digital
C107003,26-40,26-40,East,2020-03-15,Digital
C107004,56+,56+,South,2022-06-20,Digital
C107005,26-40,26-40,North,2021-10-28,CallCenter
C107006,41-55,41-55,South,2020-02-22,ATM
C107007,18-25,18-25,West,2023-03-15,Digital
C107008,18-25,18-25,South,2020-08-09,Branch
C107009,26-40,26-40,South,2022-05-14,CallCenter
C107010,18-25,18-25,North,2023-05-27,Digital
C107011,56+,56+,South,2023-09-07,Digital
C107012,18-25,18-25,East,2022-07-06,ATM
C107013,41-55,41-55,East,2022-11-12,Branch
C107014,26-40,26-40,South,2022-05-04,Digital
C107015,56+,56+,West,2023-02-10,Digital
C107016,26-40,26-40,South,2023-11-26,Digital
C107017,18-25,18-25,West,2021-10-31,Branch
C107018,18-25,18-25,North,2021-08-26,Branch
C107019,26-40,26-40,South,2020-09-10,Digital
C107020,56+,56+,West,2023-12-01,ATM
C107021,56+,56+,West,2023-08-25,Digital
C107022,26-40,26-40,East,2022-10-28,Branch
C107023,26-40,26-40,East,2022-08-21,Branch
C107024,18-25,18-25,East,2020-10-26,Digital
C107025,26-40,26-40,East,2023-08-21,Digital
C107026,26-40,26-40,South,2020-03-25,Digital
C107027,26-40,26-40,South,2022-06-21,Branch
C107028,41-55,41-55,East,2021-01-05,Branch
C107029,56+,56+,South,2021-10-25,Digital
C107030,18-25,18-25,West,2020-05-18,CallCenter
C107031,26-40,26-40,South,2020-07-15,ATM
C107032,18-25,18-25,North,2021-07-04,Digital
C107033,18-25,18-25,South,2021-08-04,Digital
C107034,18-25,18-25,West,2023-07-11,Branch
C107035,41-55,41-55,North,2022-05-23,Digital
C107036,18-25,18-25,West,2020-02-15,CallCenter
C107037,41-55,41-55,North,2023-09-21,Branch
C107038,56+,56+,South,2022-06-10,Digital
C107039,56+,56+,East,2023-04-26,Digital
C107040,41-55,41-55,South,2023-09-12,Digital
C107041,18-25,18-25,West,2022-01-19,Digital
C107042,18-25,18-25,North,2020-09-18,Digital
C107043,26-40,26-40,South,2021-10-16,ATM
C107044,56+,56+,South,2022-09-30,Branch
C107045,56+,56+,West,2020-02-18,CallCenter
C107046,26-40,26-40,North,2023-10-14,Digital
C107047,26-40,26-40,South,2021-05-28,Digital
C107048,26-40,26-40,East,2022-08-21,ATM
C107049,26-40,26-40,West,2023-12-04,Digital
C107050,56+,56+,West,2023-06-18,Digital
C107051,26-40,26-40,West,2022-12-18,CallCenter
C107052,26-40,26-40,South,2021-03-12,ATM
C107053,26-40,26-40,South,2022-02-05,ATM
C107054,18-25,18-25,West,2022-01-02,Digital
C107055,26-40,26-40,West,2023-06-13,Branch
C107056,56+,56+,East,2020-02-28,Digital
C107057,18-25,18-25,East,2020-02-03,Digital
C107058,26-40,26-40,West,2020-06-21,Digital
C107059,26-40,26-40,North,2023-10-31,ATM
C107060,18-25,18-25,South,2022-02-28,Digital
C107061,18-25,18-25,West,2022-10-19,Branch
C107062,26-40,26-40,South,2020-05-18,ATM
C107063,18-25,18-25,North,2020-01-20,ATM
C107064,26-40,26-40,South,2022-08-07,Digital
C107065,41-55,41-55,East,2022-10-27,Branch
C107066,41-55,41-55,West,2021-09-16,Digital
C107067,56+,56+,East,2020-05-01,Digital
C107068,26-40,26-40,North,2021-12-16,Digital
C107069,41-55,41-55,South,2022-07-23,Branch
C107070,41-55,41-55,North,2020-11-07,ATM
C107071,18-25,18-25,West,2021-03-15,CallCenter
C107072,26-40,26-40,North,2022-12-26,Digital
C107073,26-40,26-40,South,2020-11-05,Digital
C107074,41-55,41-55,South,2020-05-24,Digital
C107075,26-40,26-40,South,2022-07-06,CallCenter
C107076,26-40,26-40,South,2020-02-03,ATM
C107077,56+,56+,East,2021-09-26,CallCenter
C107078,18-25,18-25,South,2022-04-12,Digital
C107079,56+,56+,North,2020-04-04,Digital
C107080,41-55,41-55,South,2022-08-12,Branch
C107081,41-55,41-55,South,2023-04-16,Digital
C107082,41-55,41-55,South,2023-11-23,Digital
C107083,18-25,18-25,East,2021-01-23,Digital
C107084,41-55,41-55,South,2021-04-23,Digital
C107085,41-55,41-55,West,2022-06-22,Digital
C107086,41-55,41-55,North,2022-05-25,CallCenter
C107087,26-40,26-40,East,2022-06-09,Branch
C107088,18-25,18-25,South,2021-04-04,ATM
C107089,26-40,26-40,South,2020-03-23,Digital
C107090,26-40,26-40,South,2020-02-06,Branch
C107091,26-40,26-40,East,2023-12-28,Digital
C107092,41-55,41-55,South,2021-08-16,Digital
C107093,41-55,41-55,East,2021-10-16,Digital
C107094,41-55,41-55,South,2022-07-03,Digital
C107095,26-40,26-40,West,2020-10-27,ATM
C107096,26-40,26-40,East,2021-07-12,ATM
C107097,26-40,26-40,South,2021-09-30,Digital
C107098,26-40,26-40,West,2020-05-18,Branch
C107099,18-25,18-25,South,2022-05-31,Digital
C107100,26-40,26-40,East,2020-10-10,Digital
C107101,26-40,26-40,South,2020-01-05,Branch
C107102,26-40,26-40,East,2022-06-26,ATM
C107103,18-25,18-25,North,2021-03-14,ATM
C107104,26-40,26-40,South,2022-11-14,Digital
C107105,18-25,18-25,East,2022-02-22,Branch
C107106,41-55,41-55,South,2020-02-12,Digital
C107107,26-40,26-40,South,2022-10-11,Digital
C107108,26-40,26-40,South,2020-02-29,Digital
C107109,18-25,18-25,West,2021-04-02,Digital
C107110,56+,56+,South,2022-09-29,Digital
C107111,26-40,26-40,South,2021-08-13,Digital
C107112,41-55,41-55,West,2021-07-16,Branch
C107113,26-40,26-40,West,2020-11-19,Digital
C107114,41-55,41-55,North,2021-10-10,Digital
C107115,56+,56+,South,2021-03-04,CallCenter
C107116,26-40,26-40,North,2023-10-14,ATM
C107117,41-55,41-55,West,2022-10-01,Digital
C107118,26-40,26-40,South,2023-08-20,Digital
C107119,41-55,41-55,South,2021-05-07,Digital
C107120,26-40,26-40,South,2023-10-19,CallCenter
C107121,18-25,18-25,South,2021-02-12,Digital
C107122,56+,56+,North,2021-03-27,Digital
C107123,56+,56+,East,2021-03-12,Branch
C107124,26-40,26-40,South,2022-05-11,Branch
C107125,56+,56+,South,2022-06-14,Digital
C107126,26-40,26-40,West,2020-04-04,Digital
C107127,26-40,26-40,South,2022-03-30,Digital
C107128,56+,56+,North,2023-10-24,Digital
C107129,26-40,26-40,South,2021-08-17,Digital
C107130,26-40,26-40,East,2022-10-19,ATM
C107131,41-55,41-55,North,2022-07-12,ATM
C107132,18-25,18-25,East,2023-12-02,Branch
C107133,26-40,26-40,South,2022-07-28,Branch
C107134,26-40,26-40,South,2021-11-18,Branch
C107135,41-55,41-55,South,2020-01-20,Digital
C107136,18-25,18-25,North,2023-03-20,Branch
C107137,26-40,26-40,South,2021-05-10,Digital
C107138,41-55,41-55,East,2023-09-13,Digital
C107139,18-25,18-25,South,2020-12-22,Digital
C107140,26-40,26-40,South,2021-09-30,Branch
C107141,41-55,41-55,West,2023-04-26,Branch
C107142,41-55,41-55,North,2020-08-09,Digital
C107143,18-25,18-25,South,2021-02-06,Digital
C107144,56+,56+,South,2023-03-03,ATM
C107145,41-55,41-55,North,2021-04-08,Digital
C107146,26-40,26-40,West,2023-10-31,Digital
C107147,41-55,41-55,West,2022-02-24,ATM
C107148,41-55,41-55,South,2023-04-20,Branch
C107149,41-55,41-55,West,2022-03-10,Digital
C107150,26-40,26-40,North,2020-03-07,Digital
C107151,41-55,41-55,West,2023-03-30,CallCenter
C107152,56+,56+,West,2021-09-05,Digital
C107153,26-40,26-40,South,2021-07-20,ATM
C107154,41-55,41-55,South,2022-12-11,ATM
C107155,41-55,41-55,East,2021-02-14,ATM
C107156,56+,56+,South,2021-09-17,Digital
C107157,56+,56+,South,2022-06-07,Digital
C107158,18-25,18-25,South,2022-05-16,Digital
C107159,18-25,18-25,North,2022-11-30,Digital
C107160,26-40,26-40,North,2020-04-30,Digital
C107161,26-40,26-40,South,2023-12-21,Digital
C107162,26-40,26-40,East,2022-06-07,Digital
C107163,41-55,41-55,South,2022-06-22,Branch
C107164,56+,56+,South,2023-07-13,Digital
C107165,26-40,26-40,South,2021-12-17,Digital
C107166,41-55,41-55,South,2020-02-14,Digital
C107167,18-25,18-25,East,2020-07-13,Branch
C107168,26-40,26-40,North,2023-10-16,Digital
C107169,18-25,18-25,East,2023-12-12,Branch
C107170,26-40,26-40,South,2020-05-02,Digital
C107171,26-40,26-40,East,2022-09-27,Branch
C107172,41-55,41-55,South,2022-08-23,ATM
C107173,41-55,41-55,West,2020-08-29,Branch
C107174,26-40,26-40,North,2023-02-24,Branch
C107175,18-25,18-25,West,2021-11-02,CallCenter
C107176,18-25,18-25,South,2020-12-02,Digital
C107177,56+,56+,North,2022-03-29,Digital
C107178,56+,56+,South,2023-08-15,CallCenter
C107179,26-40,26-40,South,2020-11-12,ATM
C107180,26-40,26-40,South,2022-06-23,Branch
C107181,26-40,26-40,East,2022-12-06,Digital
C107182,41-55,41-55,East,2022-07-02,Digital
C107183,26-40,26-40,South,2022-08-08,ATM
C107184,18-25,18-25,West,2022-11-26,Branch
C107185,26-40,26-40,South,2020-12-07,Digital
C107186,26-40,26-40,North,2020-05-28,Digital
C107187,26-40,26-40,East,2023-12-17,ATM
C107188,18-25,18-25,South,2021-04-11,Branch
C107189,41-55,41-55,North,2023-10-18,CallCenter
C107190,26-40,26-40,North,2021-01-27,Digital
C107191,26-40,26-40,South,2021-01-22,Digital
C107192,26-40,26-40,South,2020-02-06,Digital
C107193,26-40,26-40,South,2021-10-07,Digital
C107194,41-55,41-55,South,2023-10-12,Digital
C107195,56+,56+,East,2023-07-31,Digital
C107196,18-25,18-25,West,2021-03-21,Digital
C107197,56+,56+,North,2021-08-16,Digital
